"Местное время в Томпе";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.07.2017 20:00";"26.6";"709.6";"747.8";"";"35";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"32.3";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"9.9";"Осадков нет";"12";"";"";"";"";
"01.07.2017 08:00";"17.5";"713.1";"752.7";"";"74";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"9.4";"";"";"";"";"";"";"50.0";"12.7";"Осадков нет";"12";"";"";"";"";
"30.06.2017 20:00";"11.8";"713.8";"754.3";"";"89";"Ветер, дующий с запада";"1";"";"";"10%  или менее, но не 0";"Облака в целом рассеиваются или становятся менее развитыми. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"10.0";"Осадков нет";"12";"";"";"";"";
"30.06.2017 08:00";"13.2";"717.7";"758.2";"";"77";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"5.6";"";"";"";"";"";"";"50.0";"9.3";"Осадков нет";"12";"";"";"";"";
"29.06.2017 20:00";"10.6";"718.2";"759.1";"";"92";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";"Облака в целом образовывались или развивались. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"9.4";"Осадков нет";"12";"";"";"";"";
"29.06.2017 08:00";"9.3";"719.1";"760.3";"";"67";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"7.4";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"20.0";"3.4";"Осадков нет";"12";"";"";"";"";
"28.06.2017 20:00";"17.4";"717.4";"757.2";"";"78";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";"Облака в целом образовывались или развивались. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"";"19.1";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"13.5";"Осадков нет";"12";"";"";"";"";
"28.06.2017 08:00";"12.0";"717.9";"758.5";"";"91";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Облака в целом образовывались или развивались. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"10.5";"Осадков нет";"12";"";"";"";"";
"27.06.2017 20:00";"13.3";"715.6";"755.9";"";"92";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";" ";"";"";"";"20.1";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.0";"Осадков нет";"12";"";"";"";"";
"27.06.2017 08:00";"10.2";"714.7";"755.5";"";"82";"Штиль, безветрие";"0";"";"";"100%.";"Облака в целом образовывались или развивались. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"9.5";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"7.3";"0.5";"12";"";"";"";"";
"26.06.2017 20:00";"19.7";"711.4";"750.6";"";"55";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"20.2";"";"";"";"";"";"20.0";"10.4";"Осадков нет";"12";"";"";"";"";
"26.06.2017 08:00";"11.6";"712.3";"752.7";"";"75";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"7.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.2";"Осадков нет";"12";"";"";"";"";
"25.06.2017 20:00";"14.6";"711.3";"751.2";"";"66";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"18.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"8.2";"Осадков нет";"12";"";"";"";"";
"25.06.2017 08:00";"12.7";"712.3";"752.6";"";"72";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"12.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"7.8";"Осадков нет";"12";"";"";"";"";
"24.06.2017 20:00";"19.4";"712.5";"751.8";"";"56";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"30.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"10.3";"Осадков нет";"12";"";"";"";"";
"24.06.2017 08:00";"13.6";"715.5";"755.8";"";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"8.9";"";"";"";"";"";"";"50.0";"8.9";"Осадков нет";"12";"";"";"";"";
"23.06.2017 20:00";"12.0";"716.0";"764.2";"";"81";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"8.8";"Осадков нет";"12";"";"";"";"";
"23.06.2017 08:00";"13.9";"717.9";"758.3";"";"68";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"8.1";"Осадков нет";"12";"";"";"";"";
"22.06.2017 20:00";"12.8";"724.3";"757.3";"";"69";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"7.3";"Осадков нет";"12";"";"";"";"";
"22.06.2017 08:00";"13.2";"726.4";"758.8";"";"74";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"5.7";"";"";"";"";"";"";"50.0";"8.6";"Осадков нет";"12";"";"";"";"";
"21.06.2017 08:00";"15.8";"719.3";"759.5";"";"64";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"9.0";"Осадков нет";"12";"";"";"";"";
"20.06.2017 20:00";"13.0";"718.1";"758.7";"";"71";"Ветер, дующий с юго-юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"24.2";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"7.9";"Осадков нет";"12";"";"";"";"";
"20.06.2017 08:00";"18.4";"720.3";"760.2";"";"55";"Ветер, дующий с севера";"1";"";"";"40%.";" ";"";"";"7.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"9.1";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"19.06.2017 20:00";"7.8";"718.8";"760.1";"";"89";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"22.0";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"6.0";"Осадков нет";"12";"";"";"";"";
"19.06.2017 08:00";"12.1";"718.6";"759.3";"";"80";"Ветер, дующий с запада";"1";"";"";"20–30%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"8.7";"0.7";"12";"Поверхность почвы влажная.";"";"";"";
"18.06.2017 20:00";"11.4";"717.7";"757.7";"";"78";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"14.4";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"7.7";"Осадков нет";"12";"";"";"";"";
"18.06.2017 08:00";"9.5";"717.7";"758.8";"";"79";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"6.0";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"17.06.2017 20:00";"9.9";"717.4";"758.3";"";"78";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"10.4";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"50.0";"6.2";"Осадков нет";"12";"";"";"";"";
"17.06.2017 08:00";"5.9";"716.8";"758.4";"";"92";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"5.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"50.0";"4.7";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"16.06.2017 20:00";"8.2";"717.7";"758.2";"";"82";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"9.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"50.0";"5.3";"Осадков нет";"12";"";"";"";"";
"16.06.2017 08:00";"6.0";"717.7";"759.4";"";"88";"Ветер, дующий с юго-юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"4.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"4.1";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"15.06.2017 20:00";"9.7";"719.2";"760.3";"";"83";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"11.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"6.9";"Осадков нет";"12";"";"";"";"";
"15.06.2017 08:00";"6.0";"720.1";"761.8";"";"97";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"2.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"5.5";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"14.06.2017 20:00";"11.6";"721.2";"762.1";"";"84";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"12.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"9.0";"1.0";"12";"";"";"";"";
"14.06.2017 08:00";"9.2";"721.4";"762.9";"";"89";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"7.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"7.5";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"13.06.2017 20:00";"10.6";"720.9";"761.9";"";"82";"Ветер, дующий с востоко-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"23.7";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"7.7";"Осадков нет";"12";"";"";"";"";
"13.06.2017 08:00";"17.6";"718.8";"758.7";"";"53";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"50.0";"7.8";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"12.06.2017 20:00";"15.4";"717.4";"758.2";"";"81";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"20.8";"";"";"";"";"";"50.0";"12.2";"Осадков нет";"12";"";"";"";"";
"12.06.2017 08:00";"10.9";"719.1";"760.1";"";"84";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"8.2";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"11.06.2017 20:00";"11.2";"717.7";"758.5";"";"77";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"26.5";"";"";"";"";"";"50.0";"7.2";"Осадков нет";"12";"";"";"";"";
"11.06.2017 08:00";"16.4";"718.0";"758.0";"";"46";"Ветер, дующий с северо-северо-востока";"1";"";"";"40%.";" ";"";"";"7.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"4.6";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"10.06.2017 20:00";"21.5";"714.8";"753.9";"";"70";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"25.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"50.0";"15.7";"Осадков нет";"12";"";"";"";"";
"10.06.2017 11:00";"14.4";"714.4";"754.4";"";"61";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";" ";"";"";"10.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"6.8";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"10.06.2017 08:00";"14.4";"714.4";"754.4";"";"61";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";" ";"";"";"10.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"6.8";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"09.06.2017 20:00";"16.5";"714.7";"754.7";"";"29";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"21.6";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"50.0";"-1.5";"Осадков нет";"12";"";"";"";"";
"09.06.2017 08:00";"11.9";"717.1";"757.9";"";"39";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"3.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.8";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"08.06.2017 20:00";"6.4";"716.6";"758.2";"";"58";"Ветер, дующий с юго-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-1.3";"Осадков нет";"12";"";"";"";"";
"08.06.2017 08:00";"7.7";"718.0";"759.4";"";"59";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"0.1";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"07.06.2017 20:00";"7.6";"715.6";"756.9";"";"79";"Ветер, дующий с юго-запада";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"9.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"4.1";"Осадков нет";"12";"";"";"";"";
"07.06.2017 08:00";"5.2";"715.6";"757.2";"";"100";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";"Туман или обрывки ледяного тумана. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"3.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"5.2";"0.4";"12";"Поверхность почвы влажная.";"";"";"";
"06.06.2017 20:00";"6.0";"715.2";"756.7";"";"97";"Ветер, дующий с западо-юго-запада";"5";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"8.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"5.5";"0.5";"12";"";"";"";"";
"06.06.2017 08:00";"7.2";"716.1";"757.5";"";"85";"Ветер, дующий с юго-юго-запада";"1";"";"";"90  или более, но не 100%";"Облака в целом рассеиваются или становятся менее развитыми. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"4.9";"0.4";"12";"Поверхность почвы влажная.";"";"";"";
"05.06.2017 20:00";"6.7";"731.4";"757.9";"";"73";"Ветер, дующий с юга";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"8.0";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"2.1";"Осадков нет";"12";"";"";"";"";
"05.06.2017 08:00";"4.3";"718.6";"760.6";"";"95";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"2.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"3.6";"1.0";"12";"Поверхность почвы влажная.";"";"";"";
"05.06.2017 02:00";"2.2";"717.8";"760.0";"";"100";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"2.2";"";"";"";"";"";"";
"04.06.2017 20:00";"6.4";"718.3";"759.9";"";"85";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"11.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"4.1";"Осадков нет";"12";"";"";"";"";
"04.06.2017 14:00";"8.6";"716.4";"757.6";"";"75";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"4.3";"";"";"";"";"";"";
"04.06.2017 08:00";"6.8";"716.1";"757.6";"";"85";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"3.8";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"50.0";"4.5";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"04.06.2017 02:00";"3.9";"717.1";"759.1";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"0.8";"";"";"";"";"";"";
"03.06.2017 20:00";"11.2";"717.9";"758.7";"";"72";"Ветер, дующий с северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"13.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"50.0";"6.3";"Осадков нет";"12";"";"";"";"";
"03.06.2017 14:00";"12.5";"719.0";"759.7";"";"74";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"50.0";"8.0";"";"";"";"";"";"";
"03.06.2017 08:00";"6.2";"720.3";"762.3";"";"88";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"1.1";"";"";"";"";"";"";"50.0";"4.3";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"03.06.2017 02:00";"4.4";"720.3";"762.4";"";"100";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"02.06.2017 20:00";"8.8";"720.0";"761.3";"";"84";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"12.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"50.0";"6.2";"Осадков нет";"12";"";"";"";"";
"02.06.2017 14:00";"4.8";"720.9";"762.9";"";"54";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"50.0";"-3.9";"";"";"";"";"";"";
"02.06.2017 08:00";"6.3";"719.9";"762.7";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"3.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"50.0";"4.0";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
