Местное время в Нерое;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
11.03.2018 20:00;-7.3;686.0;;;85;Ветер, дующий с северо-востока;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;-3.6;;;;;;20.0;;2.0;12;;;;
12.03.2018 2:00;-8.4;686.0;;;95;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
12.03.2018 8:00;-11.2;688.0;;;95;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-11.4;;;;;;;;;1.0;12;;;;
12.03.2018 14:00;-6.9;690.0;;;64;Ветер, дующий с северо-запада;2;;;90  или более, но не 100%;Ливневый(ые) дождь(и). ;;;;;;;;;;50.0;;;;;;;
12.03.2018 20:00;-13.8;693.0;;;70;Штиль, безветрие;0;;;100%.; ;;;;-6.5;;;;;;50.0;;0.4;12;;;;
13.03.2018 2:00;-19.4;696.0;;;80;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
13.03.2018 8:00;-31.4;698.0;;;81;Штиль, безветрие;0;;;Облаков нет.; ;;;-31.5;;;;;;;;;Осадков нет;12;;;;
13.03.2018 14:00;-10.3;699.0;;;50;Ветер, дующий с северо-запада;2;;;60%.; ;;;;;;;;;;50.0;;;;;;;
13.03.2018 20:00;-14.3;700.0;;;65;Ветер, дующий с запада;2;;;Облаков нет.; ;;;;-8.1;;;;;;50.0;;Осадков нет;12;;;;
14.03.2018 2:00;-27.4;702.0;;;80;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
14.03.2018 8:00;-33.4;702.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;-33.5;;;;;;;;;Осадков нет;12;;;;
14.03.2018 14:00;-5.7;699.0;;;40;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;-35.2;;;;;;;50.0;;;;;;;
14.03.2018 20:00;-7.5;697.0;;;48;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
15.03.2018 2:00;-24.3;696.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
15.03.2018 8:00;;697.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
15.03.2018 14:00;0.4;694.0;;;28;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
15.03.2018 20:00;-0.4;693.0;;;37;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
16.03.2018 2:00;-12.7;695.0;;;85;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
16.03.2018 8:00;-15.0;695.0;;;90;Штиль, безветрие;0;;;100%.; ;;;-15.2;;;;;;;;;Осадков нет;12;;;;
16.03.2018 14:00;7.0;695.0;;;31;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
16.03.2018 20:00;02.авг;695.0;;;37;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;07.июн;;;;;;50.0;;Осадков нет;12;;;;
17.03.2018 2:00;-5.6;696.0;;;72;Ветер, дующий с северо-запада;2;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
17.03.2018 8:00;-5.4;696.0;;;70;Штиль, безветрие;0;;;100%.; ;;;-5.8;;;;;;;50.0;;Осадков нет;12;;;;
17.03.2018 14:00;03.июн;696.0;;;48;Ветер, дующий с востока;2;;;60%.; ;;;;;;;;;;50.0;;;;;;;
17.03.2018 20:00;01.сен;697.0;;;55;Ветер, дующий с северо-запада;2;;;20–30%.; ;;;;07.мар;;;;;;50.0;;Осадков нет;12;;;;
18.03.2018 2:00;-10.3;698.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
18.03.2018 8:00;-16.8;699.0;;;90;Штиль, безветрие;0;;;Облаков нет.; ;;;-17.4;;;;;;;50.0;;Осадков нет;12;;;;
18.03.2018 14:00;06.сен;698.0;;;49;Ветер, дующий с востока;2;;;60%.; ;;;;;;;;;;50.0;;;;;;;
18.03.2018 20:00;01.янв;698.0;;;43;Штиль, безветрие;0;;;70 – 80%.; ;;;;09.янв;;;;;;50.0;;Осадков нет;12;;;;
19.03.2018 2:00;-10.1;699.0;;;85;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
19.03.2018 8:00;-17.1;698.0;;;90;Штиль, безветрие;0;;;20–30%.; ;;;-17.3;;;;;;;50.0;;Осадков нет;12;;;;
19.03.2018 14:00;;696.0;;;;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;50.0;;;;;;;
19.03.2018 20:00;04.май;693.0;;;38;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
20.03.2018 2:00;-10.1;697.0;;;91;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
20.03.2018 8:00;-16.7;690.0;;;100;Штиль, безветрие;0;;;Облаков нет.; ;;;-16.9;;;;;;;50.0;;Осадков нет;12;;;;
20.03.2018 14:00;9.0;689.0;;;32;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
20.03.2018 20:00;01.мар;695.0;;;33;Ветер, дующий с юго-запада;2;;;20–30%.; ;;;;09.июн;;;;;;50.0;;Осадков нет;12;;;;
21.03.2018 2:00;-5.2;698.0;;;49;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
21.03.2018 8:00;-18.0;698.0;;;90;Штиль, безветрие;0;;;20–30%.; ;;;-18.3;;;;;;;50.0;;Осадков нет;12;;;;
21.03.2018 14:00;03.май;693.0;;;32;Ветер, дующий с северо-востока;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
21.03.2018 20:00;01.май;690.0;;;42;Штиль, безветрие;0;;;100%.; ;;;;06.фев;;;;;;50.0;;Осадков нет;12;;;;
22.03.2018 2:00;-4.7;688.0;;;81;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
22.03.2018 8:00;-3.8;690.0;;;;Штиль, безветрие;0;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;;;-5.6;;;;;;;4.0;;1.0;12;;;;
22.03.2018 14:00;04.мар;690.0;;;71;Ветер, дующий с востока;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
22.03.2018 20:00;03.авг;689.0;;;61;Штиль, безветрие;0;;;100%.; ;;;;07.янв;;;;;;50.0;;0.2;12;;;;
23.03.2018 2:00;-3.3;689.0;;;82;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;;;;;;;;
23.03.2018 8:00;-8.7;688.0;;;95;Штиль, безветрие;0;;;100%.; ;;;-9.3;;;;;;;50.0;;Осадков нет;12;;;;
23.03.2018 14:00;11.0;685.0;;;33;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;50.0;;;;;;;
23.03.2018 20:00;7.0;684.0;;;37;Штиль, безветрие;0;;;100%.; ;;;;16.май;;;;;;50.0;;Осадков нет;12;;;;
24.03.2018 2:00;1.0;684.0;;;77;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
24.03.2018 8:00;02.апр;688.0;;;100;Штиль, безветрие;0;;;100%.; ;;;0.7;;;;;;;50.0;;Осадков нет;12;;;;
24.03.2018 14:00;10.0;689.0;;;48;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
24.03.2018 20:00;06.авг;685.0;;;46;Штиль, безветрие;0;;;100%.; ;;;;12.июн;;;;;;50.0;;Осадков нет;12;;;;
25.03.2018 2:00;-2.6;681.0;;;88;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
25.03.2018 8:00;01.апр;687.0;;;65;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-2.7;;;;;;;50.0;;0.4;12;;;;
25.03.2018 14:00;03.фев;689.0;;;24;Ветер, дующий с запада;4;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
25.03.2018 20:00;0.4;689.0;;;35;Ветер, дующий с юго-запада;2;;;100%.; ;;;;04.авг;;;;;;50.0;;Осадков нет;12;;;;
26.03.2018 2:00;-6.4;686.0;;;86;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
26.03.2018 8:00;-5.6;681.0;;;77;Штиль, безветрие;0;;;100%.; ;;;-8.0;;;;;;;50.0;;Осадков нет;12;;;;
26.03.2018 14:00;-0.9;677.0;;;81;Ветер, дующий с северо-востока;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;10.0;;;;;;;
26.03.2018 20:00;-2.3;678.0;;;98;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;0.1;;;;;;4.0;;6.0;12;;;;
27.03.2018 2:00;-4.8;688.0;;;96;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
27.03.2018 8:00;-9.8;691.0;;;94;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-10.0;;;;;;;50.0;;4.0;12;;;;
27.03.2018 14:00;0.7;691.0;;;56;Штиль, безветрие;0;;;100%.; ;;;-11.4;;;;;;;50.0;;;;;;;
27.03.2018 20:00;-0.9;691.0;;;61;Штиль, безветрие;0;;;100%.; ;;;;02.янв;;;;;;50.0;;Осадков нет;12;;;;
28.03.2018 2:00;-9.2;692.0;;;82;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
28.03.2018 8:00;-21.3;694.0;;;90;Штиль, безветрие;0;;;Облаков нет.; ;;;-21.7;;;;;;;50.0;;Осадков нет;12;;;;
28.03.2018 14:00;06.мар;692.0;;;38;Ветер, дующий с юга;2;;;40%.; ;;;;;;;;;;50.0;;;;;;;
28.03.2018 20:00;04.фев;691.0;;;58;Штиль, безветрие;0;;;70 – 80%.; ;;;;08.июн;;;;;;50.0;;Осадков нет;12;;;;
29.03.2018 2:00;-9.7;692.0;;;81;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
29.03.2018 8:00;-4.9;695.0;;;85;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;-10.2;;;;;;;50.0;;Осадков нет;12;;;;
29.03.2018 14:00;07.май;694.0;;;37;Ветер, дующий с востока;2;;;40%.; ;;;;;;;;;;50.0;;;;;;;
29.03.2018 20:00;4.0;692.0;;;39;Штиль, безветрие;0;;;100%.; ;;;;11.апр;;;;;;50.0;;Осадков нет;12;;;;
30.03.2018 2:00;-4.2;691.0;;;82;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
30.03.2018 8:00;-10.4;689.0;;;83;Штиль, безветрие;0;;;60%.; ;;;-10.9;;;;;;;50.0;;Осадков нет;12;;;;
30.03.2018 14:00;10.июн;686.0;;;29;Ветер, дующий с юга;2;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
30.03.2018 20:00;06.авг;683.0;;;34;Штиль, безветрие;0;;;100%.; ;;;;12.мар;;;;;;50.0;;Осадков нет;12;;;;
31.03.2018 2:00;01.авг;680.0;;;82;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
31.03.2018 8:00;-0.5;678.0;;;96;Штиль, безветрие;0;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;;;-0.9;;;;;;;4.0;;0.5;12;;;;
31.03.2018 14:00;-4.2;681.0;;;84;Ветер, дующий с северо-запада;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-3.2;;;;;;;4.0;;;;;;;
31.03.2018 20:00;-7.9;686.0;;;72;Ветер, дующий с запада;2;;;100%.;Состояние неба в общем не изменилось. ;;;;-0.2;;;;;;50.0;;4.0;12;;;;
01.04.2018 2:00;-11.5;691.0;;;85;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
01.04.2018 8:00;-22.6;694.0;;;85;Штиль, безветрие;0;;;Облаков нет.; ;;;-23.2;;;;;;;50.0;;Осадков нет;12;;;;
01.04.2018 14:00;-5.4;694.0;;;34;Ветер, дующий с юго-востока;2;;;40%.; ;;;;;;;;;;50.0;;;;;;;
01.04.2018 20:00;-7.3;695.0;;;36;Ветер, дующий с запада;2;;;100%.; ;;;;-3.1;;;;;;50.0;;Осадков нет;12;;;;
02.04.2018 2:00;-13.7;699.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
02.04.2018 8:00;-20.4;702.0;;;80;Штиль, безветрие;0;;;100%.; ;;;-20.9;;;;;;;50.0;;Осадков нет;12;;;;
02.04.2018 14:00;-4.2;702.0;;;41;Ветер, дующий с запада;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
02.04.2018 20:00;-6.3;702.0;;;37;Штиль, безветрие;0;;;60%.; ;;;;-2.3;;;;;;50.0;;Осадков нет;12;;;;
03.04.2018 2:00;-19.7;700.0;;;85;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
03.04.2018 8:00;-23.6;698.0;;;84;Штиль, безветрие;0;;;70 – 80%.; ;;;-23.9;;;;;;;50.0;;Осадков нет;12;;;;
03.04.2018 14:00;-1.4;694.0;;;44;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
03.04.2018 20:00;-2.1;693.0;;;37;Штиль, безветрие;0;;;100%.; ;;;;0.8;;;;;;50.0;;Осадков нет;12;;;;
04.04.2018 2:00;-6.1;694.0;;;76;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
04.04.2018 8:00;-7.2;698.0;;;90;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-8.1;;;;;;;10.0;;1.0;12;;;;
04.04.2018 14:00;-4.4;701.0;;;49;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
04.04.2018 20:00;-6.4;704.0;;;76;Ветер, дующий с юго-запада;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;-2.6;;;;;;10.0;;0.8;12;;;;
05.04.2018 2:00;-10.8;707.0;;;85;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
05.04.2018 8:00;-19.0;709.0;;;85;Штиль, безветрие;0;;;100%.; ;;;-19.9;;;;;;;50.0;;0.7;12;;;;
05.04.2018 14:00;-2.0;707.0;;;36;Ветер, дующий с юга;2;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
05.04.2018 20:00;-0.4;705.0;;;35;Штиль, безветрие;0;;;100%.; ;;;;2.0;;;;;;50.0;;Осадков нет;12;;;;
06.04.2018 2:00;-10.6;695.0;;;65;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
06.04.2018 8:00;-14.6;700.0;;;85;Штиль, безветрие;0;;;100%.; ;;;-15.0;;;;;;;50.0;;Осадков нет;12;;;;
06.04.2018 14:00;10.фев;696.0;;;25;Ветер, дующий с юго-востока;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
06.04.2018 20:00;08.янв;693.0;;;28;Ветер, дующий с северо-запада;2;;;100%.; ;;;;13.июн;;;;;;50.0;;Осадков нет;12;;;;
07.04.2018 2:00;-5.3;693.0;;;75;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
07.04.2018 8:00;-10.1;692.0;;;90;Штиль, безветрие;0;;;60%.; ;;;-10.3;;;;;;;50.0;;Осадков нет;12;;;;
07.04.2018 14:00;12.сен;690.0;;;24;Ветер, дующий с юго-востока;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
07.04.2018 20:00;09.авг;689.0;;;28;Ветер, дующий с запада;2;;;100%.; ;;;;13.апр;;;;;;50.0;;Осадков нет;12;;;;
08.04.2018 2:00;02.май;687.0;;;87;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
08.04.2018 8:00;02.янв;687.0;;;100;Штиль, безветрие;0;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;01.авг;;;;;;;20.0;;1.0;12;;;;
08.04.2018 14:00;03.авг;687.0;;;92;Штиль, безветрие;0;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;20.0;;;;;;;
08.04.2018 20:00;01.сен;688.0;;;96;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;04.июн;;;;;;4.0;;3.0;12;;;;
09.04.2018 2:00;01.янв;689.0;;;100;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
09.04.2018 8:00;-0.7;691.0;;;100;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-0.9;;;;;;;10.0;;6.0;12;;;;
09.04.2018 14:00;02.фев;691.0;;;90;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;4.0;;;;;;;
09.04.2018 20:00;0.9;691.0;;;88;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;03.апр;;;;;;10.0;;3.0;12;;;;
10.04.2018 2:00;-0.7;692.0;;;100;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
10.04.2018 8:00;-2.3;691.0;;;100;Штиль, безветрие;0;;;90  или более, но не 100%;Туман или обрывки ледяного тумана. ;;;-2.6;;;;;;;10.0;;3.0;12;;;;
10.04.2018 14:00;06.янв;689.0;;;56;Штиль, безветрие;0;;;60%.; ;;;;;;;;;;50.0;;;;;;;
10.04.2018 20:00;06.мар;687.0;;;53;Штиль, безветрие;0;;;100%.; ;;;;09.июл;;;;;;50.0;;Осадков нет;12;;;;
11.04.2018 2:00;01.авг;689.0;;;96;Штиль, безветрие;0;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
11.04.2018 8:00;-0.3;692.0;;;98;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-0.5;;;;;;;50.0;;1.0;12;;;;
11.04.2018 14:00;04.мар;693.0;;;46;Ветер, дующий с северо-запада;2;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
11.04.2018 20:00;02.авг;694.0;;;46;Штиль, безветрие;0;;;100%.; ;;;;7.0;;;;;;50.0;;Следы осадков;12;;;;
12.04.2018 2:00;-4.8;696.0;;;96;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
12.04.2018 8:00;-3.8;698.0;;;89;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-5.3;;;;;;;50.0;;0.1;12;;;;
12.04.2018 14:00;05.янв;697.0;;;32;Ветер, дующий с запада;2;;;40%.; ;;;;;;;;;;50.0;;;;;;;
12.04.2018 20:00;03.мар;697.0;;;37;Штиль, безветрие;0;;;60%.; ;;;;07.июн;;;;;;50.0;;Осадков нет;12;;;;
13.04.2018 2:00;-6.4;698.0;;;88;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
13.04.2018 8:00;-5.2;698.0;;;80;Штиль, безветрие;0;;;100%.; ;;;-7.8;;;;;;;50.0;;Осадков нет;12;;;;
13.04.2018 14:00;09.мар;697.0;;;36;Ветер, дующий с запада;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
13.04.2018 20:00;9.0;694.0;;;34;Ветер, дующий с юго-запада;2;;;100%.; ;;;;13.0;;;;;;50.0;;Осадков нет;12;;;;
14.04.2018 2:00;-2.8;691.0;;;82;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;;;;;;;;
14.04.2018 8:00;-4.9;689.0;;;88;Штиль, безветрие;0;;;100%.; ;;;-6.4;;;;;;;50.0;;Осадков нет;12;;;;
14.04.2018 14:00;12.янв;687.0;;;29;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
14.04.2018 20:00;07.апр;685.0;;;42;Штиль, безветрие;0;;;100%.; ;;;;15.июн;;;;;;50.0;;Осадков нет;12;;;;
15.04.2018 2:00;-0.6;685.0;;;81;Штиль, безветрие;0;;;60%.; ;;;;;;;;;;;;;;;;;
15.04.2018 8:00;-1.4;688.0;;;92;Штиль, безветрие;0;;;100%.;Ливневый снег или ливневый дождь и снег. ;;;-1.7;;;;;;;50.0;;2.0;12;;;;
15.04.2018 14:00;0.1;688.0;;;66;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
15.04.2018 20:00;01.июл;688.0;;;65;Штиль, безветрие;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;02.май;;;;;;50.0;;0.5;12;;;;
16.04.2018 2:00;-8.9;689.0;;;83;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
16.04.2018 8:00;-11.8;690.0;;;90;Штиль, безветрие;0;;;Облаков нет.; ;;;-12.6;;;;;;;50.0;;Осадков нет;12;;;;
16.04.2018 14:00;14.янв;687.0;;;23;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
16.04.2018 20:00;06.апр;685.0;;;26;Ветер, дующий с юго-запада;2;;;70 – 80%.; ;;;;14.авг;;;;;;50.0;;Осадков нет;12;;;;
17.04.2018 2:00;-2.7;684.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
17.04.2018 8:00;-1.8;685.0;;;81;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;-3.5;;;;;;;50.0;;Осадков нет;12;;;;
17.04.2018 14:00;11.янв;686.0;;;28;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
17.04.2018 20:00;07.июл;686.0;;;35;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;11.июл;;;;;;50.0;;Осадков нет;12;;;;
18.04.2018 2:00;1.0;686.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
18.04.2018 8:00;-4.6;690.0;;;83;Ветер, дующий с севера;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-4.9;;;;;;;10.0;;2.0;12;;;;
18.04.2018 14:00;-1.6;690.0;;;74;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;20.0;;;;;;;
18.04.2018 20:00;-2.1;691.0;;;77;Ветер, дующий с северо-запада;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;-1.4;;;;;;4.0;;1.0;12;;;;
19.04.2018 2:00;-3.7;692.0;;;96;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
19.04.2018 8:00;-4.8;693.0;;;86;Штиль, безветрие;0;;;100%.;Ливневый снег или ливневый дождь и снег. ;;;-5.6;;;;;;;50.0;;0.8;12;;;;
19.04.2018 14:00;-0.9;693.0;;;50;Ветер, дующий с севера;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
19.04.2018 20:00;-2.2;693.0;;;66;Штиль, безветрие;0;;;70 – 80%.; ;;;;2.0;;;;;;50.0;;Осадков нет;12;;;;
20.04.2018 2:00;-8.2;694.0;;;90;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
20.04.2018 8:00;-6.2;693.0;;;91;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-8.6;;;;;;;50.0;;0.3;12;;;;
20.04.2018 14:00;04.июл;693.0;;;54;Штиль, безветрие;0;;;90  или более, но не 100%;Ливневый снег или ливневый дождь и снег. ;;;;;;;;;;50.0;;;;;;;
20.04.2018 20:00;03.янв;695.0;;;56;Штиль, безветрие;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;04.сен;;;;;;50.0;;0.4;12;;;;
21.04.2018 2:00;-5.8;697.0;;;84;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;;;;;;;;
21.04.2018 8:00;-7.4;698.0;;;90;Штиль, безветрие;0;;;20–30%.; ;;;-8.9;;;;;;;50.0;;Осадков нет;12;;;;
21.04.2018 14:00;10.фев;696.0;;;28;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
21.04.2018 20:00;08.июл;696.0;;;24;Штиль, безветрие;0;;;100%.; ;;;;12.июн;;;;;;50.0;;Осадков нет;12;;;;
22.04.2018 2:00;-3.6;696.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
22.04.2018 8:00;-5.9;696.0;;;86;Штиль, безветрие;0;;;100%.; ;;;-6.6;;;;;;;50.0;;Осадков нет;12;;;;
22.04.2018 14:00;16.май;694.0;;;17;Ветер, дующий с юго-запада;2;;;60%.; ;;;;;;;;;;50.0;;;;;;;
22.04.2018 20:00;11.авг;692.0;;;27;Ветер, дующий с юго-запада;2;;;100%.; ;;;;18.апр;;;;;;50.0;;Осадков нет;12;;;;
23.04.2018 2:00;-0.1;692.0;;;64;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
23.04.2018 8:00;-0.2;694.0;;;76;Штиль, безветрие;0;;;100%.; ;;;-2.1;;;;;;;50.0;;Осадков нет;12;;;;
23.04.2018 14:00;14.июл;694.0;;;32;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
23.04.2018 20:00;11.0;694.0;;;44;Штиль, безветрие;0;;;100%.; ;;;;17.0;;;;;;50.0;;Осадков нет;12;;;;
24.04.2018 2:00;-0.2;692.0;;;90;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;;;;;;;;
24.04.2018 8:00;-1.3;690.0;;;92;Штиль, безветрие;0;;;100%.; ;;;-2.6;;;;;;;50.0;;Осадков нет;12;;;;
24.04.2018 14:00;16.0;689.0;;;27;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
24.04.2018 20:00;11.сен;692.0;;;40;Ветер, дующий с запада;2;;;70 – 80%.; ;;;;17.авг;;;;;;50.0;;Осадков нет;12;;;;
25.04.2018 2:00;03.июн;694.0;;;91;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
25.04.2018 8:00;-0.8;694.0;;;96;Штиль, безветрие;0;;;100%.; ;;;-2.2;;;;;;;50.0;;Осадков нет;12;;;;
25.04.2018 14:00;17.апр;690.0;;;22;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
25.04.2018 20:00;10.июл;691.0;;;85;Ветер, дующий с юго-запада;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;21.июн;;;;;;20.0;;0.7;12;;;;
26.04.2018 2:00;04.фев;692.0;;;97;Штиль, безветрие;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
26.04.2018 8:00;03.апр;694.0;;;99;Штиль, безветрие;0;;;100%.; ;;;02.сен;;;;;;;50.0;;0.9;12;;;;
